,pianist,track,duration,album,composition,setting,split
827,Bill Evans,jtd/evansb-californiahereicome-gomezejoep-1966-0a6c5b01,49.98958333333333,Bill Evans (The Complete Bill Evans on Verve),california here i come,trio,train
828,Bill Evans,jtd/evansb-yetneerbroken-johnsonmlabarberaj-1980-49c79c0a,42.5,Bill Evans (Turn Out the Stars The Final Village Vanguard Sessions),yet neer broken,trio,train
829,Kenny Barron,jtd/barronk-rhythmaning-williamsbrileyb-1982-d3ac958f,349.9895833333333,Kenny Barron (Live),rhythmaning,trio,train
830,Kenny Barron,jtd/barronk-toneforjoansbones-drummondrrileyb-1990-9fa204af,119.98958333333333,Kenny Barron (The Only One),tone for joans bones,trio,train
831,Bill Evans,jtd/evansb-whocaniturnto-gomezemorellm-1973-99d33ea0,107.01953125,Bill Evans (Live In Paris 1972 Vol 3),who can i turn to,trio,train
832,Kenny Drew,jtd/drewk-weirdo-chamberspjoep-1956-b06c7715,79.98958333333333,Kenny Drew (Kenny Drew Trio),weirdo,trio,train
833,Keith Jarrett,jtd/jarrettk-rainbow-hadencmotianp-1972-2c0f6494,179.98958333333331,Keith Jarrett (Hamburg 72),rainbow,trio,train
834,Ahmad Jamal,jtd/jamala-illtakeromancemy-crosbyifournierv-1960-017e3d56,259.8489583333333,Ahmad Jamal (The Complete Collection Part Two 1959  1962),my funny valentine,trio,train
835,Keith Jarrett,jtd/jarrettk-sleepinbee-peacockgdejohnettej-2001-ec71e78f,239.98958333333331,Keith Jarrett (Yesterdays),sleepin bee,trio,train
836,Bill Evans,jtd/evansb-areyouallthethings-gomezemorellm-1974-b6e70afa,119.98958333333333,Bill Evans (Complete Fantasy Recordings),all the things you are,trio,train
837,Bill Evans,jtd/evansb-youregonnahearfromme-gomezedejohnettej-1967-b8288e9d,67.91927083333333,Bill Evans (Some Other Time The Lost Session From the Black Forest),youre gonna hear from me,trio,train
838,Oscar Peterson,jtd/petersono-ifeelpretty-brownrthigpene-1960-e20375cd,129.98958333333331,Oscar Peterson (West Side Story  Oscar Peterson Plays Porgy  Bess),i feel pretty,trio,train
839,Tommy Flanagan,jtd/flanagant-thingsaintwhattheyused-mitchellrjonese-1980-43759bc4,139.98958333333331,Tommy Flanagan (Super Session),things aint what they used to be,trio,train
840,Tommy Flanagan,jtd/flanagant-asleepinbee-mrazgkayc-1977-4f87e31b,159.98958333333331,Tommy Flanagan (Plays the Music of Harold Arlen),sleepin bee,trio,train
841,John Hicks,jtd/hicksj-airegin-lundycmuhammadi-1987-5fc996e8,206.95963541666666,John Hicks (Ill Give You Something to Remember Me By),airegin,trio,train
842,Kenny Barron,jtd/barronk-wellyouneednt-drummondrrileyb-1996-fbe7467b,416.77994791666663,Kenny Barron (The Perfect Set),well you neednt,trio,train
843,Junior Mance,jtd/mancej-whatisthisthingcalled-bettskwilliamsj-1998-15983625,199.98958333333331,Junior Mance (Mance),what is this thing called love,trio,train
844,Bill Evans,jtd/evansb-yetneerbroken-johnsonmlabarberaj-1980-fd9bb790,49.98958333333333,Bill Evans (The Last Waltz),yet neer broken,trio,train
845,Keith Jarrett,jtd/jarrettk-themasqueradeisover-peacockgdejohnettej-1998-779fa06c,218.89973958333331,Keith Jarrett (After the Fall),the masquerade is over,trio,train
846,Bill Evans,jtd/evansb-somedaymyprincewillcome-gomezezigmunde-1975-056f18dc,49.98958333333333,Bill Evans (Complete Fantasy Recordings),someday my prince will come,trio,train
847,Chick Corea,jtd/coreac-autumnleaves-patituccijweckld-1989-9f758273,122.5,Chick Corea (Chick Corea Akoustic Band),autumn leaves,trio,train
848,Keith Jarrett,jtd/jarrettk-whispernot-peacockgdejohnettej-1999-acdeb96f,176.63932291666666,Keith Jarrett (Whisper Not),whisper not,trio,train
849,Bill Evans,jtd/evansb-iloveyou-koticktmotianp-1958-607fa31f,99.359375,Bill Evans (Kind of Evans),i love you,trio,train
850,Tommy Flanagan,jtd/flanagant-likesomeoneinlove-tuckerbbaileyd-1961-d5cd9dde,52.5,Tommy Flanagan (Trio  Sextet),like someone in love,trio,train
851,McCoy Tyner,jtd/tynerm-thewiseone-sharpeascotta-1991-a8ff2e12,179.98958333333331,McCoy Tyner (Remembering John),the wise one,trio,train
852,Thelonious Monk,jtd/monkt-bluemonk-heathpblakeya-1952-84e19346,289.3098958333333,Thelonious Monk (The High Priest),blue monk,trio,train
853,Thelonious Monk,jtd/monkt-evidence-mckibbonablakeya-1971-3d0e983e,242.72916666666666,Thelonious Monk (The Complete Black Lion and Vogue Recordings of Thelonious Monk),just you just me,trio,train
854,Oscar Peterson,jtd/petersono-bandcall-brownrthigpene-1962-01a2ab5d,99.98958333333333,Oscar Peterson (Night Train),band call,trio,train
855,Keith Jarrett,jtd/jarrettk-sandu-peacockgdejohnettej-1999-f83262a5,277.93229166666663,Keith Jarrett (Whisper Not),sandu,trio,train
856,Keith Jarrett,jtd/jarrettk-wrapyourtroublesindreams-peacockgdejohnettej-1999-fc4d6c7d,129.98958333333331,Keith Jarrett (Whisper Not),wrap your troubles in dreams,trio,train
857,Hank Jones,jtd/jonesh-opusdefunk-wongdpearsonl-2010-a8c956eb,69.00911458333333,Hank Jones (Last Recording),opus de funk,trio,train
858,Ahmad Jamal,jtd/jamala-beatoutone-crosbyiperkinsw-1960-1ee14d79,189.98958333333331,Ahmad Jamal (The Complete Ahmad Jamal Trio Argo Sessions 195662),beat out one,trio,train
859,Oscar Peterson,jtd/petersono-atlonglastlove-brownrthigpene-1964-770fac8b,188.04947916666666,Oscar Peterson (In Tokyo 1964),at long last love,trio,train
860,Bill Evans,jtd/evansb-wrapyourtroublesindreams-gomezejoep-1967-a007f3a3,68.90885416666666,Bill Evans (Bill Evanss Finest Hour),wrap your troubles in dreams,trio,train
861,McCoy Tyner,jtd/tynerm-howdeepistheocean-sharpeahayesl-1987-0caefcbd,136.84895833333331,McCoy Tyner (Bon Voyage),how deep is the ocean,trio,train
862,Oscar Peterson,jtd/petersono-youngerthanspringtime-orstednhayesl-1971-ae214428,77.91927083333333,Oscar Peterson (Great Connection),younger than springtime,trio,train
863,Oscar Peterson,jtd/petersono-tricotism-brownrthigpene-1961-20dd5fe5,197.06901041666666,Oscar Peterson (The London House Sessions),tricotism,trio,train
864,Thelonious Monk,jtd/monkt-iletasonggo-pettifordoclarkek-1956-832cdfb5,57.869791666666664,Thelonious Monk (The Art of the Ballad),i let a song go out of my heart,trio,train
865,Kenny Drew,jtd/drewk-yesterdaysalternatetake-russellcblakeya-1951-722999c7,109.89973958333333,Kenny Drew (Howard McGhee  Introducing The Kenny Drew Trio),yesterdays,trio,train
866,Oscar Peterson,jtd/petersono-sometimesimhappy-brownrthigpene-1961-04c9cedf,169.98958333333331,Oscar Peterson (The London House Sessions),sometimes im happy,trio,train
867,Junior Mance,jtd/mancej-walkin-thompsondalleynea-1997-1a163c68,222.5,Junior Mance (Milestones),walkin,trio,train
868,Bill Evans,jtd/evansb-imgettingsentimentaloveryou-gomezemannes-1966-03f514ac,99.98958333333333,Bill Evans (The Complete Bill Evans on Verve),im getting sentimental over you,trio,train
869,Stanley Cowell,jtd/cowells-brilliantcircles-thomascthomasw-1993-5f62849c,158.13932291666666,Stanley Cowell (Bright Passion),brilliant circles,trio,train
870,Oscar Peterson,jtd/petersono-flymetothemoon-brownrthigpene-1962-3068adf1,122.5,Oscar Peterson (In Tokyo 1964),fly me to the moon,trio,train
871,Bill Evans,jtd/evansb-tttttwelvetonetunetwo-gomezemorellm-1975-616886f2,82.5,Bill Evans (Complete Fantasy Recordings),twelve tone tune two,trio,train
872,Junior Mance,jtd/mancej-moanin-bettskwilliamsj-1995-1500109e,199.98958333333331,Junior Mance (The Floating Jazz Festival Trio 1995),moanin,trio,train
873,Kenny Drew,jtd/drewk-kennysblues-wrightemarablel-1953-469d6943,169.98958333333331,Kenny Drew (Kenny Drew and His Progressive Piano),kennys blues,trio,train
874,Keith Jarrett,jtd/jarrettk-rainbow-hadencmotianp-1976-bde530e1,217.20963541666666,Keith Jarrett (Byablue),rainbow,trio,train
875,Oscar Peterson,jtd/petersono-confirmation-brownrthigpene-1961-88c73248,149.98958333333331,Oscar Peterson (The London House Sessions),twilight time,trio,train
876,Bill Evans,jtd/evansb-billshittune-johnsonmlabarberaj-1980-0fc0ae4f,129.39973958333331,Bill Evans (Consecration),bills hit tune,trio,train
877,Keith Jarrett,jtd/jarrettk-udance-peacockgdejohnettej-1989-cba1f676,39.98958333333333,Keith Jarrett (Tribute),u dance,trio,train
878,Kenny Barron,jtd/hollandd-scratch-barronkhumaird-1985-556ad221,188.48958333333331,Kenny Barron (Scratch),scratch,trio,train
879,Kenny Drew,jtd/drewk-runaway-rstedntootiea-1974-f1f89768,159.87890625,Kenny Drew (Dark Beauty),run away,trio,train
880,Bill Evans,jtd/evansb-conception-koticktmotianp-1960-be868faa,129.98958333333331,Bill Evans (12 Classic Albums 1956  1962),conception,trio,train
881,Oscar Peterson,jtd/petersono-cubanochant-brownrthigpene-1961-f1b77f19,120.71875,Oscar Peterson (The London House Sessions),cubano chant,trio,train
882,John Hicks,jtd/hicksj-autumnleaves-drummondrmuhammadi-1990-17727f5d,199.61979166666666,John Hicks (Is That So),autumn leaves,trio,train
883,Hank Jones,jtd/jonesh-confirmation-duviviergrileyb-1977-68b64fa3,169.54947916666666,Hank Jones (Bop Redux  Groovin High),twilight time,trio,train
884,Oscar Peterson,jtd/petersono-iloveyou-brownrthigpene-1961-5c99390e,112.5,Oscar Peterson (The London House Sessions),i love you,trio,train
885,Ahmad Jamal,jtd/jamala-ididntknowwhattime-nasserjlampkinc-1966-d41671ba,249.09895833333331,Ahmad Jamal (Emerald City Nights Live At The Penthouse 19651966),i didnt know what time it was,trio,train
886,Teddy Wilson,jtd/wilsont-ididntknowwhattime-hintonmjacksono-1976-3f4fa21b,159.37890625,Teddy Wilson (Three Little Words),i didnt know what time it was,trio,train
887,Bill Evans,jtd/evansb-nardis-gomezemorellm-1975-d165e2e7,59.98958333333333,Bill Evans (Lund 1975 Helsinki 1970),nardis,trio,train
888,Gene Harris,jtd/brownr-bluesology-harrisghamiltonj-1988-40232bd7,138.98177083333331,Gene Harris (Live at the Loa  Summer Wind),bluesology,trio,train
889,Ahmad Jamal,jtd/jamala-allthethingsyouare-heardjisraely-1992-5d32f8fa,99.23958333333333,Ahmad Jamal (Chicago Revisited),all the things you are,trio,train
890,Tommy Flanagan,jtd/flanagant-mrpc-mrazgfostera-1982-af2114fc,179.98958333333331,Tommy Flanagan (Giant Steps In Memory of John Coltrane),mr pc,trio,train
891,Kenny Barron,jtd/barronk-timetogo-kitagawakbladeb-2003-b45e15af,129.98958333333331,Kenny Barron (Ancestry),time to go,trio,train
892,John Hicks,jtd/hicksj-yesterdays-drummondrmuhammadi-1990-8a89257c,79.19921875,John Hicks (Is That So),yesterdays,trio,train
893,Kenny Drew,jtd/drewk-nogreaterlove-rstednqueena-1988-321d8806,156.01953125,Kenny Drew (Impressions),no greater love,trio,train
894,Ahmad Jamal,jtd/jamala-yougotomyhead-crosbyifournierv-1960-5a0737d3,139.98958333333331,Ahmad Jamal (Ahmad Jamal Eight Classic Albums),you go to my head,trio,train
895,Bill Evans,jtd/evansb-myromance-gomezemorellm-1972-bbecc473,32.5,Bill Evans (Live In Paris 1972 Vol 2),my romance,trio,train
896,Oscar Peterson,jtd/petersono-tonight-brownrthigpene-1964-8f6ee111,99.98958333333333,Oscar Peterson (In Tokyo 1964),tonight,trio,train
897,Bill Evans,jtd/evansb-timeremembered-gomezemorellm-1972-a4651094,39.34895833333333,Bill Evans (Live In Paris 1972 Vol 2),time remembered,trio,train
898,Keith Jarrett,jtd/jarrettk-bouncingwithbud-peacockgdejohnettej-1999-47cf6e4e,189.98958333333331,Keith Jarrett (Whisper Not),bouncin with bud,trio,train
899,Cedar Walton,jtd/waltonc-letscallthis-williamsdhigginsb-1986-a164ef08,78.04947916666666,Cedar Walton (Up Front),lets call this,trio,train
900,Oscar Peterson,jtd/petersono-whispernot-brownrthigpene-1961-aa3ac076,113.52994791666666,Oscar Peterson (The London House Sessions),whisper not,trio,train
901,Ahmad Jamal,jtd/jamala-whereareyou-cammackjmuhammadi-2002-a1295aa8,189.98958333333331,Ahmad Jamal (In Search of Momentum 110),where are you,trio,train
902,Chick Corea,jtd/coreac-myoneandonlylove-patituccijweckld-1989-3bb85aae,89.61979166666666,Chick Corea (Chick Corea Akoustic Band),my one and only love,trio,train
903,McCoy Tyner,jtd/tynerm-yesterdays-sharpeascotta-1989-47615333,159.98958333333331,McCoy Tyner (Live at Sweet Basil),yesterdays,trio,train
904,Bill Evans,jtd/evansb-whocaniturnto-johnsonmlabarberaj-1980-47bfd9aa,69.43880208333333,Bill Evans (Consecration),who can i turn to,trio,train
905,Bill Evans,jtd/evansb-ongreendolphinstreet-gomezemorellm-1972-72d00b1a,119.98958333333333,Bill Evans (Bill Evans Live In Tokyo),green dolphin street,trio,train
906,Bill Evans,jtd/evansb-myromancetake1-lafarosmotianp-1961-7ed07e0f,49.98958333333333,Bill Evans (The Complete Village Vanguard Recordings 1961),my romance,trio,train
907,John Hicks,jtd/hicksj-dukesplace-mcbeecjonese-1990-a9d320e9,306.4895833333333,John Hicks (Power Trio),dukes place,trio,train
908,Bill Evans,jtd/evansb-seesaw-gomezemorellm-1973-166c480f,99.98958333333333,Bill Evans (Since We Met),seesaw,trio,train
909,Tommy Flanagan,jtd/flanagant-betweenthedevilandthe-mrazgkayc-1978-5a08555f,97.00911458333333,Tommy Flanagan (Plays the Music of Harold Arlen),between the devil and the deep blue sea,trio,train
910,Ahmad Jamal,jtd/jamala-jimlovessue-crosbyiperkinsw-1959-70df27c6,99.98958333333333,Ahmad Jamal (The Complete Ahmad Jamal Trio Argo Sessions 195662),jim loves sue,trio,train
911,Bill Evans,jtd/evansb-autumnleaves-johnsonmlabarberaj-1980-902d3125,49.98958333333333,Bill Evans (Turn Out the Stars The Final Village Vanguard Sessions),autumn leaves,trio,train
912,Cedar Walton,jtd/waltonc-bluesville-williamsdhigginsb-1985-9a3c61ec,159.82942708333331,Cedar Walton (The Trio Volume 2),bluesville,trio,train
913,Hank Jones,jtd/jonesh-cleopatrasdream-wongdpearsonl-2010-8b30faab,67.69921875,Hank Jones (Last Recording),cleopatras dream,trio,train
914,Chick Corea,jtd/coreac-butbeautifulpart2-gomezemotianp-2010-e2bf15c3,119.98958333333333,Chick Corea (Further Explorations),but beautiful,trio,train
915,Hank Jones,jtd/jonesh-confirmation-mcbrideccobbj-2006-54f05882,79.98958333333333,Hank Jones (West of 5th),twilight time,trio,train
916,Chick Corea,jtd/coreac-littlerootietootie-gomezemotianp-2010-d3f30523,164.61979166666666,Chick Corea (Further Explorations),i got rhythm,trio,train
917,Keith Jarrett,jtd/jarrettk-myfoolishheart-peacockgdejohnettej-2001-c32e867c,129.98958333333331,Keith Jarrett (My Foolish Heart Live at Montreux),my foolish heart,trio,train
918,Bill Evans,jtd/evansb-gonewiththewind-gomezejoep-1966-a072b7f7,69.2890625,Bill Evans (The Complete Bill Evans on Verve),gone with the wind,trio,train
919,Oscar Peterson,jtd/petersono-thegravywaltz-brownrthigpene-1961-64869063,122.5,Oscar Peterson (The London House Sessions),the gravy waltz,trio,train
920,Junior Mance,jtd/mancej-idontcare-bettskwilliamsj-1997-9b8e7b01,189.98958333333331,Junior Mance (The Floating Jazz Festival Trio 1997),i dont care,trio,train
921,Oscar Peterson,jtd/petersono-niceworkifyoucan-brownrthigpene-1959-28f4dc97,62.5,Oscar Peterson (Oscar Peterson Plays the George Gershwin Songbook),nice work if you can get it,trio,train
922,Bill Evans,jtd/evansb-turnoutthestars-johnsonmlabarberaj-1980-4d47b391,122.5,Bill Evans (Turn Out the Stars The Final Village Vanguard Sessions),turn out the stars,trio,train
923,Bill Evans,jtd/evansb-inyourownsweetway-johnsonmlabarberaj-1980-103a83ad,142.5,Bill Evans (Turn Out the Stars The Final Village Vanguard Sessions),in your own sweet way,trio,train
924,Kenny Drew,jtd/drewk-impressions-rstednqueena-1988-d3d62740,189.98958333333331,Kenny Drew (Impressions),so what,trio,train
925,Bill Evans,jtd/evansb-inasentimentalmood-gomezejoep-1967-ec166c8d,48.05989583333333,Bill Evans (California Here I Come),in a sentimental mood,trio,train
926,McCoy Tyner,jtd/tynerm-ikimasholetsgo-carterrwilliamst-1978-58959fe3,239.98958333333331,McCoy Tyner (Counterpoints Live in Tokyo),iki masho lets go,trio,train
927,Thelonious Monk,jtd/monkt-thesefoolishthings-mappgroachm-1952-ad50001b,49.979166666666664,Thelonious Monk (Thelonious),these foolish things,trio,train
928,Chick Corea,jtd/coreac-sophisticatedlady-patituccijweckld-1989-85cb4d64,99.98958333333333,Chick Corea (Chick Corea Akoustic Band),sophisticated lady,trio,train
929,John Hicks,jtd/hicksj-upjumpedspring-drummondrsmittym-1993-f56fc8b6,188.6796875,John Hicks (Beyond Expectations),up jumped spring,trio,train
930,Thelonious Monk,jtd/monkt-introspection-rameygblakeya-1948-9d56d41d,99.98958333333333,Thelonious Monk (19441948),introspection,trio,train
931,Kenny Drew,jtd/drewk-sunspots-friesendjarvisc-1977-b0f96272,189.94921875,Kenny Drew (Ruby My Dear),sunspots,trio,train
932,Cedar Walton,jtd/brownr-lovewalkedin-waltoncjonese-1977-c01b4664,99.98958333333333,Cedar Walton (Something for Lester),love walked in,trio,train
933,Keith Jarrett,jtd/jarrettk-oleo-peacockgdejohnettej-2001-76c37d00,227.75911458333331,Keith Jarrett (My Foolish Heart Live at Montreux),i got rhythm,trio,train
934,McCoy Tyner,jtd/tynerm-mrday-mrazgfostera-1997-49c7dac1,177.80989583333331,McCoy Tyner (McCoy Tyner plays John Coltrane Live at the Village Vanguard),mr day,trio,train
935,Bill Evans,jtd/evansb-autumnleaves-johnsonmlabarberaj-1980-2955522b,97.86979166666666,Bill Evans (The Last Waltz),autumn leaves,trio,train
936,Kenny Drew,jtd/drewk-alonetogether-vindingmthigpene-1981-54d718b9,166.66927083333331,Kenny Drew (Your Soft Eyes),alone together,trio,train
937,Bill Evans,jtd/evansb-somedaymyprincewillcome-gomezedejohnettej-1966-3e032117,99.98958333333333,Bill Evans (The Complete Bill Evans on Verve),someday my prince will come,trio,train
938,Oscar Peterson,jtd/petersono-flymetothemoon-jonessdurhamb-1970-53a13b46,129.98958333333331,Oscar Peterson (Tristeza on Piano),fly me to the moon,trio,train
939,Keith Jarrett,jtd/jarrettk-billiesbounce-peacockgdejohnettej-1996-1218bb02,320.0247395833333,Keith Jarrett (Tokyo 96),billies bounce,trio,train
940,McCoy Tyner,jtd/tynerm-likesomeoneinlove-sharpeascotta-1991-4909cf12,192.5,McCoy Tyner (Remembering John),like someone in love,trio,train
941,Bill Evans,jtd/evansb-turnoutthestars-gomezejoep-1966-e703b35a,199.98958333333331,Bill Evans (The Complete Bill Evans on Verve),turn out the stars,trio,train
942,McCoy Tyner,jtd/tynerm-themeforernie-grimeshhaynesr-1962-60aa6aca,162.06510416666666,McCoy Tyner (Inception  Reaching Fourth),theme for ernie,trio,train
943,Junior Mance,jtd/mancej-taketheatrain-bettskwilliamsj-1997-6913794c,249.98958333333331,Junior Mance (The Floating Jazz Festival Trio 1997),take the a train,trio,train
944,Ahmad Jamal,jtd/jamala-imoldfashioned-crosbyifournierv-1960-3a0b86d3,39.98958333333333,Ahmad Jamal (The Complete Ahmad Jamal Trio Argo Sessions 195662),im old fashioned,trio,train
945,Abdullah Ibrahim,jtd/ibrahima-honey-gertzejntshokom-1965-7318553e,79.51953125,Abdullah Ibrahim (Anatomy of a South African Village),honey,trio,train
946,Bill Evans,jtd/evansb-turnoutthestars-gomezedejohnettej-1967-7e8112aa,69.98958333333333,Bill Evans (Some Other Time The Lost Session From the Black Forest),turn out the stars,trio,train
947,Bill Evans,jtd/evansb-asleepingbee-peacockgmotianp-1963-a5216b01,59.869791666666664,Bill Evans (Trio 64),sleepin bee,trio,train
948,Tommy Flanagan,jtd/flanagant-alldaylong-bettskdurhamb-1975-5414fde2,217.96875,Tommy Flanagan (The Tommy Flanagan Tokyo Recital),all day long,trio,train
