,pianist,track,duration,album,composition,setting,split
841,Oscar Peterson,jtd/petersono-sometimesimhappy-brownrthigpene-1961-04c9cedf,169.98958333333331,Oscar Peterson (The London House Sessions),sometimes im happy,trio,train
842,Junior Mance,jtd/mancej-walkin-thompsondalleynea-1997-1a163c68,222.5,Junior Mance (Milestones),walkin,trio,train
843,Bill Evans,jtd/evansb-imgettingsentimentaloveryou-gomezemannes-1966-03f514ac,99.98958333333333,Bill Evans (The Complete Bill Evans on Verve),im getting sentimental over you,trio,train
844,Stanley Cowell,jtd/cowells-brilliantcircles-thomascthomasw-1993-5f62849c,158.13932291666666,Stanley Cowell (Bright Passion),brilliant circles,trio,train
845,Oscar Peterson,jtd/petersono-flymetothemoon-brownrthigpene-1962-3068adf1,122.5,Oscar Peterson (In Tokyo 1964),fly me to the moon,trio,train
846,Bill Evans,jtd/evansb-tttttwelvetonetunetwo-gomezemorellm-1975-616886f2,82.5,Bill Evans (Complete Fantasy Recordings),twelve tone tune two,trio,train
847,Ahmad Jamal,jtd/jamala-springwillbealittle-crosbyiperkinsw-1960-4834c912,49.93880208333333,Ahmad Jamal (The Complete Ahmad Jamal Trio Argo Sessions 195662),spring will be a little late this year,trio,train
848,Kenny Drew,jtd/drewk-kennysblues-wrightemarablel-1953-469d6943,169.98958333333331,Kenny Drew (Kenny Drew and His Progressive Piano),kennys blues,trio,train
849,Oscar Peterson,jtd/petersono-confirmation-brownrthigpene-1961-88c73248,149.98958333333331,Oscar Peterson (The London House Sessions),twilight time,trio,train
850,John Hicks,jtd/hicksj-misty-dolphindbrooksc-1997-41d1a26b,172.5,John Hicks (Nightwind An Erroll Garner Songbook),misty,trio,train
851,Bill Evans,jtd/evansb-billshittune-johnsonmlabarberaj-1980-0fc0ae4f,129.39973958333331,Bill Evans (Consecration),bills hit tune,trio,train
852,Kenny Drew,jtd/drewk-runaway-rstedntootiea-1974-f1f89768,159.87890625,Kenny Drew (Dark Beauty),run away,trio,train
853,Kenny Drew,jtd/drewk-bluesinn-rstedntootiea-1974-30dbeb9e,139.11979166666666,Kenny Drew (Dark Beauty),blues inn,trio,train
854,Oscar Peterson,jtd/petersono-cubanochant-brownrthigpene-1961-f1b77f19,120.71875,Oscar Peterson (The London House Sessions),cubano chant,trio,train
855,John Hicks,jtd/hicksj-autumnleaves-drummondrmuhammadi-1990-17727f5d,199.61979166666666,John Hicks (Is That So),autumn leaves,trio,train
856,Hank Jones,jtd/jonesh-confirmation-duviviergrileyb-1977-68b64fa3,169.54947916666666,Hank Jones (Bop Redux  Groovin High),twilight time,trio,train
857,Oscar Peterson,jtd/petersono-iloveyou-brownrthigpene-1961-5c99390e,112.5,Oscar Peterson (The London House Sessions),i love you,trio,train
858,Hank Jones,jtd/jonesh-dancingontheceiling-brownrsmithj-1989-0d0e956e,109.98958333333333,Hank Jones (The Touch),dancing on the ceiling,trio,train
859,Tommy Flanagan,jtd/flanagant-mainstem-bettskdurhamb-1975-f2b2beb4,189.109375,Tommy Flanagan (The Tommy Flanagan Tokyo Recital),main stem,trio,train
860,Ahmad Jamal,jtd/jamala-ididntknowwhattime-nasserjlampkinc-1966-d41671ba,249.09895833333331,Ahmad Jamal (Emerald City Nights Live At The Penthouse 19651966),i didnt know what time it was,trio,train
861,Teddy Wilson,jtd/wilsont-ididntknowwhattime-hintonmjacksono-1976-3f4fa21b,159.37890625,Teddy Wilson (Three Little Words),i didnt know what time it was,trio,train
862,Tommy Flanagan,jtd/flanagant-lets-lundgaardjnashl-1993-8efcf3b9,119.81901041666666,Tommy Flanagan (Flanagans Shenanigans),lets,trio,train
863,Gene Harris,jtd/brownr-bluesology-harrisghamiltonj-1988-40232bd7,138.98177083333331,Gene Harris (Live at the Loa  Summer Wind),bluesology,trio,train
864,Cedar Walton,jtd/waltonc-banda-carterrdejohnettej-1983-c91a7eaf,72.5,Cedar Walton (Walton Carter  DeJohnette),b and a,trio,train
865,Ahmad Jamal,jtd/jamala-allthethingsyouare-heardjisraely-1992-5d32f8fa,99.23958333333333,Ahmad Jamal (Chicago Revisited),all the things you are,trio,train
866,Tommy Flanagan,jtd/flanagant-mrpc-mrazgfostera-1982-af2114fc,179.98958333333331,Tommy Flanagan (Giant Steps In Memory of John Coltrane),mr pc,trio,train
867,Kenny Barron,jtd/barronk-timetogo-kitagawakbladeb-2003-b45e15af,129.98958333333331,Kenny Barron (Ancestry),time to go,trio,train
868,Teddy Wilson,jtd/wilsont-moonglow-lundgaardjthigpene-1980-e7b049eb,79.0,Teddy Wilson (Revisits the Goodman Years),moonglow,trio,train
869,John Hicks,jtd/hicksj-yesterdays-drummondrmuhammadi-1990-8a89257c,79.19921875,John Hicks (Is That So),yesterdays,trio,train
870,Kenny Drew,jtd/drewk-nogreaterlove-rstednqueena-1988-321d8806,156.01953125,Kenny Drew (Impressions),no greater love,trio,train
871,Ahmad Jamal,jtd/jamala-yougotomyhead-crosbyifournierv-1960-5a0737d3,139.98958333333331,Ahmad Jamal (Ahmad Jamal Eight Classic Albums),you go to my head,trio,train
872,Keith Jarrett,jtd/jarrettk-summernight-peacockgdejohnettej-1996-8e6eef5d,76.83984375,Keith Jarrett (Tokyo 96),summer night,trio,train
873,Bill Evans,jtd/evansb-myromance-gomezemorellm-1972-bbecc473,32.5,Bill Evans (Live In Paris 1972 Vol 2),my romance,trio,train
874,Oscar Peterson,jtd/petersono-tonight-brownrthigpene-1964-8f6ee111,99.98958333333333,Oscar Peterson (In Tokyo 1964),tonight,trio,train
875,Ahmad Jamal,jtd/jamala-invitation-nasserjgantf-1966-faed8682,227.09895833333331,Ahmad Jamal (Emerald City Nights Live At The Penthouse 19651966),invitation,trio,train
876,Chick Corea,jtd/coreac-matrix-vitoumhaynesr-1968-c2f9300b,166.01953125,Chick Corea (Now He Sings Now He Sobs),matrix,trio,train
877,Bill Evans,jtd/evansb-timeremembered-gomezemorellm-1972-a4651094,39.34895833333333,Bill Evans (Live In Paris 1972 Vol 2),time remembered,trio,train
878,Keith Jarrett,jtd/jarrettk-bouncingwithbud-peacockgdejohnettej-1999-47cf6e4e,189.98958333333331,Keith Jarrett (Whisper Not),bouncin with bud,trio,train
879,Oscar Peterson,jtd/petersono-whispernot-brownrthigpene-1961-aa3ac076,113.52994791666666,Oscar Peterson (The London House Sessions),whisper not,trio,train
880,Junior Mance,jtd/mancej-ccrider-woodejdurhamb-1994-0053e25d,309.9895833333333,Junior Mance (Softly as in a Morning Sunrise),cc rider,trio,train
881,Ahmad Jamal,jtd/jamala-whereareyou-cammackjmuhammadi-2002-a1295aa8,189.98958333333331,Ahmad Jamal (In Search of Momentum 110),where are you,trio,train
882,Thelonious Monk,jtd/monkt-crisscross-mckibbonablakeya-1971-a6e77c4c,59.98958333333333,Thelonious Monk (The Complete Black Lion and Vogue Recordings of Thelonious Monk),criss cross,trio,train
883,Chick Corea,jtd/coreac-myoneandonlylove-patituccijweckld-1989-3bb85aae,89.61979166666666,Chick Corea (Chick Corea Akoustic Band),my one and only love,trio,train
884,McCoy Tyner,jtd/tynerm-yesterdays-sharpeascotta-1989-47615333,159.98958333333331,McCoy Tyner (Live at Sweet Basil),yesterdays,trio,train
885,Kenny Barron,jtd/barronk-minorblues-mrazgrileyb-2009-3fb01967,119.98958333333333,Kenny Barron (Minor Blues),minor blues,trio,train
886,Bill Evans,jtd/evansb-whocaniturnto-johnsonmlabarberaj-1980-47bfd9aa,69.43880208333333,Bill Evans (Consecration),who can i turn to,trio,train
887,Bill Evans,jtd/evansb-myromancetake1-lafarosmotianp-1961-7ed07e0f,49.98958333333333,Bill Evans (The Complete Village Vanguard Recordings 1961),my romance,trio,train
888,John Hicks,jtd/hicksj-dukesplace-mcbeecjonese-1990-a9d320e9,306.4895833333333,John Hicks (Power Trio),dukes place,trio,train
889,Tommy Flanagan,jtd/flanagant-betweenthedevilandthe-mrazgkayc-1978-5a08555f,97.00911458333333,Tommy Flanagan (Plays the Music of Harold Arlen),between the devil and the deep blue sea,trio,train
890,Ahmad Jamal,jtd/jamala-jimlovessue-crosbyiperkinsw-1959-70df27c6,99.98958333333333,Ahmad Jamal (The Complete Ahmad Jamal Trio Argo Sessions 195662),jim loves sue,trio,train
891,Bill Evans,jtd/evansb-autumnleaves-johnsonmlabarberaj-1980-902d3125,49.98958333333333,Bill Evans (Turn Out the Stars The Final Village Vanguard Sessions),autumn leaves,trio,train
892,Hank Jones,jtd/jonesh-cleopatrasdream-wongdpearsonl-2010-8b30faab,67.69921875,Hank Jones (Last Recording),cleopatras dream,trio,train
893,Chick Corea,jtd/coreac-butbeautifulpart2-gomezemotianp-2010-e2bf15c3,119.98958333333333,Chick Corea (Further Explorations),but beautiful,trio,train
894,Hank Jones,jtd/jonesh-confirmation-mcbrideccobbj-2006-54f05882,79.98958333333333,Hank Jones (West of 5th),twilight time,trio,train
895,Chick Corea,jtd/coreac-littlerootietootie-gomezemotianp-2010-d3f30523,164.61979166666666,Chick Corea (Further Explorations),i got rhythm,trio,train
896,Ahmad Jamal,jtd/jamala-chitownakagem-crosbyifournierv-1960-ff4c545f,56.1796875,Ahmad Jamal (The Complete Ahmad Jamal Trio Argo Sessions 195662),chitown aka gem,trio,train
897,Keith Jarrett,jtd/jarrettk-myfoolishheart-peacockgdejohnettej-2001-c32e867c,129.98958333333331,Keith Jarrett (My Foolish Heart Live at Montreux),my foolish heart,trio,train
898,Bill Evans,jtd/evansb-gonewiththewind-gomezejoep-1966-a072b7f7,69.2890625,Bill Evans (The Complete Bill Evans on Verve),gone with the wind,trio,train
899,Oscar Peterson,jtd/petersono-thegravywaltz-brownrthigpene-1961-64869063,122.5,Oscar Peterson (The London House Sessions),the gravy waltz,trio,train
900,Bill Evans,jtd/evansb-myheartstoodstillcomplete-peacockgmotianp-1966-f4e4b057,69.98958333333333,Bill Evans (The Complete Bill Evans on Verve),my heart stood still,trio,train
901,Junior Mance,jtd/mancej-idontcare-bettskwilliamsj-1997-9b8e7b01,189.98958333333331,Junior Mance (The Floating Jazz Festival Trio 1997),i dont care,trio,train
902,Bill Evans,jtd/evansb-turnoutthestars-johnsonmlabarberaj-1980-4d47b391,122.5,Bill Evans (Turn Out the Stars The Final Village Vanguard Sessions),turn out the stars,trio,train
903,Bill Evans,jtd/evansb-inyourownsweetway-johnsonmlabarberaj-1980-103a83ad,142.5,Bill Evans (Turn Out the Stars The Final Village Vanguard Sessions),in your own sweet way,trio,train
904,Kenny Drew,jtd/drewk-impressions-rstednqueena-1988-d3d62740,189.98958333333331,Kenny Drew (Impressions),so what,trio,train
905,Cedar Walton,jtd/waltonc-withoutasong-jonesshigginsb-1974-290ad307,138.109375,Cedar Walton (Pit Inn),without a song,trio,train
906,McCoy Tyner,jtd/tynerm-ikimasholetsgo-carterrwilliamst-1978-58959fe3,239.98958333333331,McCoy Tyner (Counterpoints Live in Tokyo),iki masho lets go,trio,train
907,Chick Corea,jtd/coreac-sophisticatedlady-patituccijweckld-1989-85cb4d64,99.98958333333333,Chick Corea (Chick Corea Akoustic Band),sophisticated lady,trio,train
908,John Hicks,jtd/hicksj-upjumpedspring-drummondrsmittym-1993-f56fc8b6,188.6796875,John Hicks (Beyond Expectations),up jumped spring,trio,train
909,Cedar Walton,jtd/brownr-lovewalkedin-waltoncjonese-1977-c01b4664,99.98958333333333,Cedar Walton (Something for Lester),love walked in,trio,train
910,Keith Jarrett,jtd/jarrettk-oleo-peacockgdejohnettej-2001-76c37d00,227.75911458333331,Keith Jarrett (My Foolish Heart Live at Montreux),i got rhythm,trio,train
911,McCoy Tyner,jtd/tynerm-mrday-mrazgfostera-1997-49c7dac1,177.80989583333331,McCoy Tyner (McCoy Tyner plays John Coltrane Live at the Village Vanguard),mr day,trio,train
912,Bill Evans,jtd/evansb-autumnleaves-johnsonmlabarberaj-1980-2955522b,97.86979166666666,Bill Evans (The Last Waltz),autumn leaves,trio,train
913,Kenny Drew,jtd/drewk-alonetogether-vindingmthigpene-1981-54d718b9,166.66927083333331,Kenny Drew (Your Soft Eyes),alone together,trio,train
914,Bill Evans,jtd/evansb-somedaymyprincewillcome-gomezedejohnettej-1966-3e032117,99.98958333333333,Bill Evans (The Complete Bill Evans on Verve),someday my prince will come,trio,train
915,Oscar Peterson,jtd/petersono-flymetothemoon-jonessdurhamb-1970-53a13b46,129.98958333333331,Oscar Peterson (Tristeza on Piano),fly me to the moon,trio,train
916,Keith Jarrett,jtd/jarrettk-billiesbounce-peacockgdejohnettej-1996-1218bb02,320.0247395833333,Keith Jarrett (Tokyo 96),billies bounce,trio,train
917,McCoy Tyner,jtd/tynerm-likesomeoneinlove-sharpeascotta-1991-4909cf12,192.5,McCoy Tyner (Remembering John),like someone in love,trio,train
918,Kenny Drew,jtd/drewk-fourandfive-wrightemarablel-1953-ac6f3c2b,79.98958333333333,Kenny Drew (Kenny Drew and His Progressive Piano),four and five,trio,train
919,Bill Evans,jtd/evansb-turnoutthestars-gomezejoep-1966-e703b35a,199.98958333333331,Bill Evans (The Complete Bill Evans on Verve),turn out the stars,trio,train
920,McCoy Tyner,jtd/tynerm-themeforernie-grimeshhaynesr-1962-60aa6aca,162.06510416666666,McCoy Tyner (Inception  Reaching Fourth),theme for ernie,trio,train
921,Junior Mance,jtd/mancej-taketheatrain-bettskwilliamsj-1997-6913794c,249.98958333333331,Junior Mance (The Floating Jazz Festival Trio 1997),take the a train,trio,train
922,Ahmad Jamal,jtd/jamala-imoldfashioned-crosbyifournierv-1960-3a0b86d3,39.98958333333333,Ahmad Jamal (The Complete Ahmad Jamal Trio Argo Sessions 195662),im old fashioned,trio,train
923,Bill Evans,jtd/evansb-turnoutthestars-gomezedejohnettej-1967-7e8112aa,69.98958333333333,Bill Evans (Some Other Time The Lost Session From the Black Forest),turn out the stars,trio,train
924,Tommy Flanagan,jtd/flanagant-alldaylong-bettskdurhamb-1975-5414fde2,217.96875,Tommy Flanagan (The Tommy Flanagan Tokyo Recital),all day long,trio,train
925,Kenny Drew,jtd/drewk-autumnleaves-rstednqueena-1988-23c5fddd,129.98958333333331,Kenny Drew (Impressions),autumn leaves,trio,train
926,Ahmad Jamal,jtd/jamala-allofyou-crosbyifournierv-1960-6826bffc,78.86979166666666,Ahmad Jamal (Ahmad Jamal Eight Classic Albums),all of you,trio,train
927,Oscar Peterson,jtd/petersono-liza-brownrthigpene-1959-fd4117b5,86.39973958333333,Oscar Peterson (The Jazz Soul of Oscar Peterson),liza,trio,train
928,Oscar Peterson,jtd/petersono-closeyoureyes-brownrthigpene-1961-eb7c3a79,167.37890625,Oscar Peterson (The London House Sessions),close your eyes,trio,train
929,Ahmad Jamal,jtd/jamala-ongreendolphinstreet-crosbyifournierv-1959-8ff3c6f7,96.88932291666666,Ahmad Jamal (The Complete Ahmad Jamal Trio Argo Sessions 195662),green dolphin street,trio,train
930,Bill Evans,jtd/evansb-veryearly-gomezejoep-1966-1938f689,89.98958333333333,Bill Evans (The Complete Bill Evans on Verve),very early,trio,train
931,Bill Evans,jtd/evansb-somedaymyprincewillcome-gomezemorellm-1972-f5c17cd1,58.87890625,Bill Evans (Live In Paris 1972 Vol 2),someday my prince will come,trio,train
932,Junior Mance,jtd/mancej-outsouth-carterrrokerm-1962-cc6a503c,49.98958333333333,Junior Mance (Happy Time),out south,trio,train
933,Bill Evans,jtd/evansb-daysofwineandroses-johnsonmlabarberaj-1980-964c123f,77.69921875,Bill Evans (Consecration),days of wine roses,trio,train
934,Oscar Peterson,jtd/petersono-iveneverbeeninlove-brownrthigpene-1961-7a922956,126.98958333333333,Oscar Peterson (The Trio Live From Chicago),ive never been in love before,trio,train
935,Bill Evans,jtd/evansb-songfrommashsuicideis-johnsonmlabarberaj-1980-819219e7,102.5,Bill Evans (Consecration),song from mash suicide is painless,trio,train
936,McCoy Tyner,jtd/tynerm-crescent-mrazgfostera-1997-ab9da94a,269.9895833333333,McCoy Tyner (McCoy Tyner plays John Coltrane Live at the Village Vanguard),crescent,trio,train
937,Kenny Drew,jtd/drewk-drewsblues-russellcblakeya-1951-4720f118,79.98958333333333,Kenny Drew (Howard McGhee  Introducing The Kenny Drew Trio),drews blues,trio,train
938,Kenny Barron,jtd/barronk-timewas-williamsbrileyb-1984-e12dbc39,246.20963541666666,Kenny Barron (Green Chimneys),time was,trio,train
939,Cedar Walton,jtd/waltonc-ghostofachance-williamsbjonesw-2010-5bbef424,118.05989583333333,Cedar Walton (Song of Delilah  The Music of Victor Young),ghost of a chance,trio,train
940,Oscar Peterson,jtd/petersono-myheartstoodstill-brownrthigpene-1959-da047a33,79.98958333333333,Oscar Peterson (The Jazz Soul of Oscar Peterson),my heart stood still,trio,train
941,Cedar Walton,jtd/waltonc-bleekerstreetteam-williamsdhigginsb-1985-9b45fd33,119.98958333333333,Cedar Walton (Cedar),bleeker street team,trio,train
942,Bill Evans,jtd/evansb-daysofwineroses-johnsonmlabarberaj-1980-184322b8,69.98958333333333,Bill Evans (Turn Out the Stars The Final Village Vanguard Sessions),days of wine roses,trio,train
943,John Hicks,jtd/hicksj-ideal-dolphindbrooksc-2001-c66ab8b5,177.90885416666666,John Hicks (Music in the Key of Clark),i deal,trio,train
944,McCoy Tyner,jtd/tynerm-goinwayblues-clarkesfostera-1999-a21f744b,169.98958333333331,McCoy Tyner (McCoy Tyner with Stanley Clarke and Al Foster),goin way blues,trio,train
945,Ahmad Jamal,jtd/brownr-rayoflight-jamalanashl-1994-6624a2f4,86.96875,Ahmad Jamal (Some of My Best Friends Are the Piano Players),ray of light,trio,train
946,Chick Corea,jtd/coreac-aliceinwonderland-gomezemotianp-2010-0439297c,169.06901041666666,Chick Corea (Further Explorations),alice in wonderland,trio,train
947,Bill Evans,jtd/evansb-californiahereicome-israelscbunkerl-1966-5f34d7a9,69.1796875,Bill Evans (The Complete Bill Evans on Verve),california here i come,trio,train
948,Oscar Peterson,jtd/petersono-theresaboatdatsleavin-brownrthigpene-1960-edc6c772,98.76953125,Oscar Peterson (West Side Story  Oscar Peterson Plays Porgy  Bess),theres a boat dats leavin soon for new york,trio,train
949,Bill Evans,jtd/evansb-deedido-israelscbunkerl-1966-57707551,76.87890625,Bill Evans (The Complete Bill Evans on Verve),deed i do,trio,train
950,Kenny Drew,jtd/drewk-rougeblues-rstednqueena-1988-1a5ea0d9,156.98958333333331,Kenny Drew (Impressions),rouge blues,trio,train
951,John Hicks,jtd/hicksj-parislover-dolphindbrooksc-1997-d20fa534,144.15885416666666,John Hicks (Nightwind An Erroll Garner Songbook),paris lover,trio,train
952,Bill Evans,jtd/evansb-howamitoknow-chamberspjoep-1961-888431a7,187.93880208333331,Bill Evans (The Complete Riverside Recordings),how am i to know,trio,train
953,Bill Evans,jtd/evansb-turnoutthestars-gomezedejohnettej-1967-d9368088,69.98958333333333,Bill Evans (Another Time  The Hilversum Concert),turn out the stars,trio,train
954,Bill Evans,jtd/evansb-likesomeoneilove-johnsonmlabarberaj-1980-62b3c57e,76.66927083333333,Bill Evans (Consecration),like someone in love,trio,train
955,Oscar Peterson,jtd/petersono-yoursismyheartalone-brownrthigpene-1964-ec29e4ea,79.98958333333333,Oscar Peterson (Affinity),yours is my heart alone,trio,train
956,Thelonious Monk,jtd/monkt-offminor-rameygblakeya-1949-75d059f9,119.98958333333333,Thelonious Monk (The Complete Genius),off minor,trio,train
957,Tommy Flanagan,jtd/flanagant-lets-lundgaardjnashl-1993-e953293b,149.15885416666666,Tommy Flanagan (Lets Play the Music of Thad Jones),lets,trio,train
958,Bill Evans,jtd/evansb-whatisthisthingcalled-israelscbunkerl-1966-dd280ffb,59.98958333333333,Bill Evans (The Complete Bill Evans on Verve),what is this thing called love,trio,train
959,Cedar Walton,jtd/waltonc-goldenearrings-williamsbjonesw-2010-ec16ac3d,129.98958333333331,Cedar Walton (Song of Delilah  The Music of Victor Young),golden earrings,trio,train
960,Ahmad Jamal,jtd/jamala-angeleyes-crosbyifournierv-1961-69a58683,79.98958333333333,Ahmad Jamal (All of You),angel eyes,trio,train
961,Abdullah Ibrahim,jtd/ibrahima-thedream-gertzejntshokom-1965-a7dbcfb9,39.18880208333333,Abdullah Ibrahim (Round Midnight at the Montmartre),the dream,trio,train
