,pianist,track,duration,album,composition,setting,split
806,McCoy Tyner,jtd/tynerm-thesurreywiththefringe-lewishwaitsf-1968-98842237,209.98958333333331,McCoy Tyner (Time for Tyner),surrey with the fringe on top,trio,train
807,Cedar Walton,jtd/waltonc-ididntknowwhattime-dumastpenlandr-1979-28cbeeb4,189.79947916666666,Cedar Walton (Charmed Circle Live at the Keystone Korner),i didnt know what time it was,trio,train
808,Bill Evans,jtd/evansb-yetneerbroken-johnsonmlabarberaj-1980-49c79c0a,42.5,Bill Evans (Turn Out the Stars The Final Village Vanguard Sessions),yet neer broken,trio,train
809,Kenny Barron,jtd/barronk-toneforjoansbones-drummondrrileyb-1990-9fa204af,119.98958333333333,Kenny Barron (The Only One),tone for joans bones,trio,train
810,Bill Evans,jtd/evansb-whocaniturnto-gomezemorellm-1973-99d33ea0,107.01953125,Bill Evans (Live In Paris 1972 Vol 3),who can i turn to,trio,train
811,Kenny Drew,jtd/drewk-weirdo-chamberspjoep-1956-b06c7715,79.98958333333333,Kenny Drew (Kenny Drew Trio),weirdo,trio,train
812,Keith Jarrett,jtd/jarrettk-rainbow-hadencmotianp-1972-2c0f6494,179.98958333333331,Keith Jarrett (Hamburg 72),rainbow,trio,train
813,Keith Jarrett,jtd/jarrettk-sleepinbee-peacockgdejohnettej-2001-ec71e78f,239.98958333333331,Keith Jarrett (Yesterdays),sleepin bee,trio,train
814,Bill Evans,jtd/evansb-areyouallthethings-gomezemorellm-1974-b6e70afa,119.98958333333333,Bill Evans (Complete Fantasy Recordings),all the things you are,trio,train
815,Bill Evans,jtd/evansb-youregonnahearfromme-gomezedejohnettej-1967-b8288e9d,67.91927083333333,Bill Evans (Some Other Time The Lost Session From the Black Forest),youre gonna hear from me,trio,train
816,Oscar Peterson,jtd/petersono-ifeelpretty-brownrthigpene-1960-e20375cd,129.98958333333331,Oscar Peterson (West Side Story  Oscar Peterson Plays Porgy  Bess),i feel pretty,trio,train
817,Tommy Flanagan,jtd/flanagant-thingsaintwhattheyused-mitchellrjonese-1980-43759bc4,139.98958333333331,Tommy Flanagan (Super Session),things aint what they used to be,trio,train
818,Tommy Flanagan,jtd/flanagant-asleepinbee-mrazgkayc-1977-4f87e31b,159.98958333333331,Tommy Flanagan (Plays the Music of Harold Arlen),sleepin bee,trio,train
819,John Hicks,jtd/hicksj-airegin-lundycmuhammadi-1987-5fc996e8,206.95963541666666,John Hicks (Ill Give You Something to Remember Me By),airegin,trio,train
820,Kenny Barron,jtd/barronk-wellyouneednt-drummondrrileyb-1996-fbe7467b,416.77994791666663,Kenny Barron (The Perfect Set),well you neednt,trio,train
821,Junior Mance,jtd/mancej-whatisthisthingcalled-bettskwilliamsj-1998-15983625,199.98958333333331,Junior Mance (Mance),what is this thing called love,trio,train
822,Bill Evans,jtd/evansb-yetneerbroken-johnsonmlabarberaj-1980-fd9bb790,49.98958333333333,Bill Evans (The Last Waltz),yet neer broken,trio,train
823,Keith Jarrett,jtd/jarrettk-themasqueradeisover-peacockgdejohnettej-1998-779fa06c,218.89973958333331,Keith Jarrett (After the Fall),the masquerade is over,trio,train
824,Bill Evans,jtd/evansb-somedaymyprincewillcome-gomezezigmunde-1975-056f18dc,49.98958333333333,Bill Evans (Complete Fantasy Recordings),someday my prince will come,trio,train
825,Chick Corea,jtd/coreac-autumnleaves-patituccijweckld-1989-9f758273,122.5,Chick Corea (Chick Corea Akoustic Band),autumn leaves,trio,train
826,Keith Jarrett,jtd/jarrettk-whispernot-peacockgdejohnettej-1999-acdeb96f,176.63932291666666,Keith Jarrett (Whisper Not),whisper not,trio,train
827,Tommy Flanagan,jtd/flanagant-likesomeoneinlove-tuckerbbaileyd-1961-d5cd9dde,52.5,Tommy Flanagan (Trio  Sextet),like someone in love,trio,train
828,McCoy Tyner,jtd/tynerm-thewiseone-sharpeascotta-1991-a8ff2e12,179.98958333333331,McCoy Tyner (Remembering John),the wise one,trio,train
829,Thelonious Monk,jtd/monkt-bluemonk-heathpblakeya-1952-84e19346,289.3098958333333,Thelonious Monk (The High Priest),blue monk,trio,train
830,Ahmad Jamal,jtd/jamala-smokegetsinyoureyes-crosbyifournierv-1960-c72a41e8,57.25911458333333,Ahmad Jamal (The Complete Ahmad Jamal Trio Argo Sessions 195662),smoke gets in your eyes,trio,train
831,Thelonious Monk,jtd/monkt-evidence-mckibbonablakeya-1971-3d0e983e,242.72916666666666,Thelonious Monk (The Complete Black Lion and Vogue Recordings of Thelonious Monk),just you just me,trio,train
832,Junior Mance,jtd/mancej-ccrider-mayewilliamsj-1998-4c808e05,217.52994791666666,Junior Mance (Nadja),cc rider,trio,train
833,Oscar Peterson,jtd/petersono-bandcall-brownrthigpene-1962-01a2ab5d,99.98958333333333,Oscar Peterson (Night Train),band call,trio,train
834,Keith Jarrett,jtd/jarrettk-sandu-peacockgdejohnettej-1999-f83262a5,277.93229166666663,Keith Jarrett (Whisper Not),sandu,trio,train
835,Keith Jarrett,jtd/jarrettk-wrapyourtroublesindreams-peacockgdejohnettej-1999-fc4d6c7d,129.98958333333331,Keith Jarrett (Whisper Not),wrap your troubles in dreams,trio,train
836,Hank Jones,jtd/jonesh-opusdefunk-wongdpearsonl-2010-a8c956eb,69.00911458333333,Hank Jones (Last Recording),opus de funk,trio,train
837,Ahmad Jamal,jtd/jamala-beatoutone-crosbyiperkinsw-1960-1ee14d79,189.98958333333331,Ahmad Jamal (The Complete Ahmad Jamal Trio Argo Sessions 195662),beat out one,trio,train
838,Bill Evans,jtd/evansb-waltzfordebbie-gomezemorellm-1975-0a9ea382,49.98958333333333,Bill Evans (My Foolish Heart),waltz for debby,trio,train
839,Oscar Peterson,jtd/petersono-atlonglastlove-brownrthigpene-1964-770fac8b,188.04947916666666,Oscar Peterson (In Tokyo 1964),at long last love,trio,train
840,McCoy Tyner,jtd/tynerm-howdeepistheocean-sharpeahayesl-1987-0caefcbd,136.84895833333331,McCoy Tyner (Bon Voyage),how deep is the ocean,trio,train
841,Thelonious Monk,jtd/monkt-iletasonggo-pettifordoclarkek-1956-832cdfb5,57.869791666666664,Thelonious Monk (The Art of the Ballad),i let a song go out of my heart,trio,train
842,Junior Mance,jtd/mancej-walkin-thompsondalleynea-1997-1a163c68,222.5,Junior Mance (Milestones),walkin,trio,train
843,Oscar Peterson,jtd/petersono-igotplentyonuttin-brownrthigpene-1960-acc37438,79.98958333333333,Oscar Peterson (Oscar Peterson Plays Porgy  Bess),i got plenty o nuttin,trio,train
844,Stanley Cowell,jtd/cowells-brilliantcircles-thomascthomasw-1993-5f62849c,158.13932291666666,Stanley Cowell (Bright Passion),brilliant circles,trio,train
845,Oscar Peterson,jtd/petersono-flymetothemoon-brownrthigpene-1962-3068adf1,122.5,Oscar Peterson (In Tokyo 1964),fly me to the moon,trio,train
846,Bill Evans,jtd/evansb-tttttwelvetonetunetwo-gomezemorellm-1975-616886f2,82.5,Bill Evans (Complete Fantasy Recordings),twelve tone tune two,trio,train
847,Ahmad Jamal,jtd/jamala-springwillbealittle-crosbyiperkinsw-1960-4834c912,49.93880208333333,Ahmad Jamal (The Complete Ahmad Jamal Trio Argo Sessions 195662),spring will be a little late this year,trio,train
848,Junior Mance,jtd/mancej-moanin-bettskwilliamsj-1995-1500109e,199.98958333333331,Junior Mance (The Floating Jazz Festival Trio 1995),moanin,trio,train
849,Kenny Drew,jtd/drewk-kennysblues-wrightemarablel-1953-469d6943,169.98958333333331,Kenny Drew (Kenny Drew and His Progressive Piano),kennys blues,trio,train
850,John Hicks,jtd/hicksj-misty-dolphindbrooksc-1997-41d1a26b,172.5,John Hicks (Nightwind An Erroll Garner Songbook),misty,trio,train
851,Bill Evans,jtd/evansb-billshittune-johnsonmlabarberaj-1980-0fc0ae4f,129.39973958333331,Bill Evans (Consecration),bills hit tune,trio,train
852,Keith Jarrett,jtd/jarrettk-udance-peacockgdejohnettej-1989-cba1f676,39.98958333333333,Keith Jarrett (Tribute),u dance,trio,train
853,Ahmad Jamal,jtd/jamala-stolenmoments-nasserjgantf-1970-0cf85e9f,98.46875,Ahmad Jamal (The Awakening),stolen moments,trio,train
854,Thelonious Monk,jtd/monkt-raisefour-galeslrileyb-1968-95dcd94e,129.98958333333331,Thelonious Monk (Underground),raise four,trio,train
855,Kenny Barron,jtd/hollandd-scratch-barronkhumaird-1985-556ad221,188.48958333333331,Kenny Barron (Scratch),scratch,trio,train
856,Kenny Drew,jtd/drewk-runaway-rstedntootiea-1974-f1f89768,159.87890625,Kenny Drew (Dark Beauty),run away,trio,train
857,Kenny Drew,jtd/drewk-bluesinn-rstedntootiea-1974-30dbeb9e,139.11979166666666,Kenny Drew (Dark Beauty),blues inn,trio,train
858,Bill Evans,jtd/evansb-conception-koticktmotianp-1960-be868faa,129.98958333333331,Bill Evans (12 Classic Albums 1956  1962),conception,trio,train
859,John Hicks,jtd/hicksj-autumnleaves-drummondrmuhammadi-1990-17727f5d,199.61979166666666,John Hicks (Is That So),autumn leaves,trio,train
860,Hank Jones,jtd/jonesh-confirmation-duviviergrileyb-1977-68b64fa3,169.54947916666666,Hank Jones (Bop Redux  Groovin High),twilight time,trio,train
861,Hank Jones,jtd/jonesh-dancingontheceiling-brownrsmithj-1989-0d0e956e,109.98958333333333,Hank Jones (The Touch),dancing on the ceiling,trio,train
862,Junior Mance,jtd/mancej-whenlightsarelow-cleyndertabrowns-2000-359ed779,138.71875,Junior Mance (Blues Ballads and a Train),when lights are low,trio,train
863,Tommy Flanagan,jtd/flanagant-mainstem-bettskdurhamb-1975-f2b2beb4,189.109375,Tommy Flanagan (The Tommy Flanagan Tokyo Recital),main stem,trio,train
864,Ahmad Jamal,jtd/jamala-ididntknowwhattime-nasserjlampkinc-1966-d41671ba,249.09895833333331,Ahmad Jamal (Emerald City Nights Live At The Penthouse 19651966),i didnt know what time it was,trio,train
865,Teddy Wilson,jtd/wilsont-ididntknowwhattime-hintonmjacksono-1976-3f4fa21b,159.37890625,Teddy Wilson (Three Little Words),i didnt know what time it was,trio,train
866,Tommy Flanagan,jtd/flanagant-lets-lundgaardjnashl-1993-8efcf3b9,119.81901041666666,Tommy Flanagan (Flanagans Shenanigans),lets,trio,train
867,Cedar Walton,jtd/waltonc-banda-carterrdejohnettej-1983-c91a7eaf,72.5,Cedar Walton (Walton Carter  DeJohnette),b and a,trio,train
868,Ahmad Jamal,jtd/jamala-allthethingsyouare-heardjisraely-1992-5d32f8fa,99.23958333333333,Ahmad Jamal (Chicago Revisited),all the things you are,trio,train
869,Tommy Flanagan,jtd/flanagant-mrpc-mrazgfostera-1982-af2114fc,179.98958333333331,Tommy Flanagan (Giant Steps In Memory of John Coltrane),mr pc,trio,train
870,John Hicks,jtd/hicksj-yesterdays-drummondrmuhammadi-1990-8a89257c,79.19921875,John Hicks (Is That So),yesterdays,trio,train
871,Kenny Drew,jtd/drewk-nogreaterlove-rstednqueena-1988-321d8806,156.01953125,Kenny Drew (Impressions),no greater love,trio,train
872,Ahmad Jamal,jtd/jamala-yougotomyhead-crosbyifournierv-1960-5a0737d3,139.98958333333331,Ahmad Jamal (Ahmad Jamal Eight Classic Albums),you go to my head,trio,train
873,Keith Jarrett,jtd/jarrettk-summernight-peacockgdejohnettej-1996-8e6eef5d,76.83984375,Keith Jarrett (Tokyo 96),summer night,trio,train
874,Bill Evans,jtd/evansb-myromance-gomezemorellm-1972-bbecc473,32.5,Bill Evans (Live In Paris 1972 Vol 2),my romance,trio,train
875,Oscar Peterson,jtd/petersono-tonight-brownrthigpene-1964-8f6ee111,99.98958333333333,Oscar Peterson (In Tokyo 1964),tonight,trio,train
876,Ahmad Jamal,jtd/jamala-invitation-nasserjgantf-1966-faed8682,227.09895833333331,Ahmad Jamal (Emerald City Nights Live At The Penthouse 19651966),invitation,trio,train
877,Chick Corea,jtd/coreac-matrix-vitoumhaynesr-1968-c2f9300b,166.01953125,Chick Corea (Now He Sings Now He Sobs),matrix,trio,train
878,Bill Evans,jtd/evansb-timeremembered-gomezemorellm-1972-a4651094,39.34895833333333,Bill Evans (Live In Paris 1972 Vol 2),time remembered,trio,train
879,Keith Jarrett,jtd/jarrettk-bouncingwithbud-peacockgdejohnettej-1999-47cf6e4e,189.98958333333331,Keith Jarrett (Whisper Not),bouncin with bud,trio,train
880,Cedar Walton,jtd/waltonc-letscallthis-williamsdhigginsb-1986-a164ef08,78.04947916666666,Cedar Walton (Up Front),lets call this,trio,train
881,Ahmad Jamal,jtd/jamala-whereareyou-cammackjmuhammadi-2002-a1295aa8,189.98958333333331,Ahmad Jamal (In Search of Momentum 110),where are you,trio,train
882,Thelonious Monk,jtd/monkt-crisscross-mckibbonablakeya-1971-a6e77c4c,59.98958333333333,Thelonious Monk (The Complete Black Lion and Vogue Recordings of Thelonious Monk),criss cross,trio,train
883,Chick Corea,jtd/coreac-myoneandonlylove-patituccijweckld-1989-3bb85aae,89.61979166666666,Chick Corea (Chick Corea Akoustic Band),my one and only love,trio,train
884,McCoy Tyner,jtd/tynerm-yesterdays-sharpeascotta-1989-47615333,159.98958333333331,McCoy Tyner (Live at Sweet Basil),yesterdays,trio,train
885,Kenny Barron,jtd/barronk-minorblues-mrazgrileyb-2009-3fb01967,119.98958333333333,Kenny Barron (Minor Blues),minor blues,trio,train
886,Bill Evans,jtd/evansb-whocaniturnto-johnsonmlabarberaj-1980-47bfd9aa,69.43880208333333,Bill Evans (Consecration),who can i turn to,trio,train
887,Bill Evans,jtd/evansb-myromancetake1-lafarosmotianp-1961-7ed07e0f,49.98958333333333,Bill Evans (The Complete Village Vanguard Recordings 1961),my romance,trio,train
888,John Hicks,jtd/hicksj-dukesplace-mcbeecjonese-1990-a9d320e9,306.4895833333333,John Hicks (Power Trio),dukes place,trio,train
889,Bill Evans,jtd/evansb-seesaw-gomezemorellm-1973-166c480f,99.98958333333333,Bill Evans (Since We Met),seesaw,trio,train
890,Tommy Flanagan,jtd/flanagant-betweenthedevilandthe-mrazgkayc-1978-5a08555f,97.00911458333333,Tommy Flanagan (Plays the Music of Harold Arlen),between the devil and the deep blue sea,trio,train
891,Ahmad Jamal,jtd/jamala-jimlovessue-crosbyiperkinsw-1959-70df27c6,99.98958333333333,Ahmad Jamal (The Complete Ahmad Jamal Trio Argo Sessions 195662),jim loves sue,trio,train
892,Bill Evans,jtd/evansb-autumnleaves-johnsonmlabarberaj-1980-902d3125,49.98958333333333,Bill Evans (Turn Out the Stars The Final Village Vanguard Sessions),autumn leaves,trio,train
893,Cedar Walton,jtd/waltonc-bluesville-williamsdhigginsb-1985-9a3c61ec,159.82942708333331,Cedar Walton (The Trio Volume 2),bluesville,trio,train
894,Hank Jones,jtd/jonesh-cleopatrasdream-wongdpearsonl-2010-8b30faab,67.69921875,Hank Jones (Last Recording),cleopatras dream,trio,train
895,Chick Corea,jtd/coreac-butbeautifulpart2-gomezemotianp-2010-e2bf15c3,119.98958333333333,Chick Corea (Further Explorations),but beautiful,trio,train
896,Hank Jones,jtd/jonesh-confirmation-mcbrideccobbj-2006-54f05882,79.98958333333333,Hank Jones (West of 5th),twilight time,trio,train
897,Chick Corea,jtd/coreac-littlerootietootie-gomezemotianp-2010-d3f30523,164.61979166666666,Chick Corea (Further Explorations),i got rhythm,trio,train
898,Ahmad Jamal,jtd/jamala-chitownakagem-crosbyifournierv-1960-ff4c545f,56.1796875,Ahmad Jamal (The Complete Ahmad Jamal Trio Argo Sessions 195662),chitown aka gem,trio,train
899,Abdullah Ibrahim,jtd/ibrahima-anatomyofasouthafrican-gertzejntshokom-1965-4947254c,99.70963541666666,Abdullah Ibrahim (Anatomy of a South African Village),anatomy of a south african village,trio,train
900,Keith Jarrett,jtd/jarrettk-myfoolishheart-peacockgdejohnettej-2001-c32e867c,129.98958333333331,Keith Jarrett (My Foolish Heart Live at Montreux),my foolish heart,trio,train
901,Junior Mance,jtd/mancej-idontcare-bettskwilliamsj-1997-9b8e7b01,189.98958333333331,Junior Mance (The Floating Jazz Festival Trio 1997),i dont care,trio,train
902,Oscar Peterson,jtd/petersono-niceworkifyoucan-brownrthigpene-1959-28f4dc97,62.5,Oscar Peterson (Oscar Peterson Plays the George Gershwin Songbook),nice work if you can get it,trio,train
903,Bill Evans,jtd/evansb-turnoutthestars-johnsonmlabarberaj-1980-4d47b391,122.5,Bill Evans (Turn Out the Stars The Final Village Vanguard Sessions),turn out the stars,trio,train
904,Bill Evans,jtd/evansb-inyourownsweetway-johnsonmlabarberaj-1980-103a83ad,142.5,Bill Evans (Turn Out the Stars The Final Village Vanguard Sessions),in your own sweet way,trio,train
905,Kenny Drew,jtd/drewk-impressions-rstednqueena-1988-d3d62740,189.98958333333331,Kenny Drew (Impressions),so what,trio,train
906,Cedar Walton,jtd/waltonc-withoutasong-jonesshigginsb-1974-290ad307,138.109375,Cedar Walton (Pit Inn),without a song,trio,train
907,Bill Evans,jtd/evansb-inasentimentalmood-gomezejoep-1967-ec166c8d,48.05989583333333,Bill Evans (California Here I Come),in a sentimental mood,trio,train
908,McCoy Tyner,jtd/tynerm-ikimasholetsgo-carterrwilliamst-1978-58959fe3,239.98958333333331,McCoy Tyner (Counterpoints Live in Tokyo),iki masho lets go,trio,train
909,Chick Corea,jtd/coreac-sophisticatedlady-patituccijweckld-1989-85cb4d64,99.98958333333333,Chick Corea (Chick Corea Akoustic Band),sophisticated lady,trio,train
910,Thelonious Monk,jtd/monkt-introspection-rameygblakeya-1948-9d56d41d,99.98958333333333,Thelonious Monk (19441948),introspection,trio,train
911,Kenny Drew,jtd/drewk-sunspots-friesendjarvisc-1977-b0f96272,189.94921875,Kenny Drew (Ruby My Dear),sunspots,trio,train
912,Cedar Walton,jtd/brownr-lovewalkedin-waltoncjonese-1977-c01b4664,99.98958333333333,Cedar Walton (Something for Lester),love walked in,trio,train
913,Keith Jarrett,jtd/jarrettk-oleo-peacockgdejohnettej-2001-76c37d00,227.75911458333331,Keith Jarrett (My Foolish Heart Live at Montreux),i got rhythm,trio,train
914,McCoy Tyner,jtd/tynerm-mrday-mrazgfostera-1997-49c7dac1,177.80989583333331,McCoy Tyner (McCoy Tyner plays John Coltrane Live at the Village Vanguard),mr day,trio,train
915,Bill Evans,jtd/evansb-thewashingtontwist-budwigmmannes-1961-fd72bdb9,69.50911458333333,Bill Evans (Bill Evans Vol 2),the washington twist,trio,train
916,Bill Evans,jtd/evansb-autumnleaves-johnsonmlabarberaj-1980-2955522b,97.86979166666666,Bill Evans (The Last Waltz),autumn leaves,trio,train
917,Keith Jarrett,jtd/jarrettk-billiesbounce-peacockgdejohnettej-1996-1218bb02,320.0247395833333,Keith Jarrett (Tokyo 96),billies bounce,trio,train
918,McCoy Tyner,jtd/tynerm-likesomeoneinlove-sharpeascotta-1991-4909cf12,192.5,McCoy Tyner (Remembering John),like someone in love,trio,train
919,Kenny Drew,jtd/drewk-fourandfive-wrightemarablel-1953-ac6f3c2b,79.98958333333333,Kenny Drew (Kenny Drew and His Progressive Piano),four and five,trio,train
920,McCoy Tyner,jtd/tynerm-themeforernie-grimeshhaynesr-1962-60aa6aca,162.06510416666666,McCoy Tyner (Inception  Reaching Fourth),theme for ernie,trio,train
921,Junior Mance,jtd/mancej-taketheatrain-bettskwilliamsj-1997-6913794c,249.98958333333331,Junior Mance (The Floating Jazz Festival Trio 1997),take the a train,trio,train
922,Ahmad Jamal,jtd/jamala-imoldfashioned-crosbyifournierv-1960-3a0b86d3,39.98958333333333,Ahmad Jamal (The Complete Ahmad Jamal Trio Argo Sessions 195662),im old fashioned,trio,train
923,Abdullah Ibrahim,jtd/ibrahima-honey-gertzejntshokom-1965-7318553e,79.51953125,Abdullah Ibrahim (Anatomy of a South African Village),honey,trio,train
924,Bill Evans,jtd/evansb-turnoutthestars-gomezedejohnettej-1967-7e8112aa,69.98958333333333,Bill Evans (Some Other Time The Lost Session From the Black Forest),turn out the stars,trio,train
925,Bill Evans,jtd/evansb-asleepingbee-peacockgmotianp-1963-a5216b01,59.869791666666664,Bill Evans (Trio 64),sleepin bee,trio,train
926,Tommy Flanagan,jtd/flanagant-alldaylong-bettskdurhamb-1975-5414fde2,217.96875,Tommy Flanagan (The Tommy Flanagan Tokyo Recital),all day long,trio,train
927,Kenny Drew,jtd/drewk-autumnleaves-rstednqueena-1988-23c5fddd,129.98958333333331,Kenny Drew (Impressions),autumn leaves,trio,train
928,Bill Evans,jtd/evansb-perisscope-lafarosmotianp-1958-7fb682d7,129.98958333333331,Bill Evans (Sharp Notes),peris scope,trio,train
